Mon,FarASName,FarASN,FarIP,NearIP,far_p,near_p,far_diff,near_diff,code,far_cong_loss_rate,far_uncong_loss_rate,near_cong_loss_rate,near_uncong_loss_rate,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
atl2-us,GLOBEINTERNET TATA Communications,6453,64.86.137.25,68.86.92.237,0,0,1.247,2.374,success-Significant,2.422,1.175,0.048,0.029,11_01_2017_11_30_2017,102154,49,484731595,138251,600,24169,1432188,120431443
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,0,0,2.451,3.515,success-Significant,3.636,1.185,0.121,0.4,11_01_2017_11_30_2017,177078,214,3079120023,12365607,5316,140878,15847565,1321280509
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.96.17,68.86.83.90,1,0,0.496,0.583,success-CorrelationNotSignificant,0.601,0.105,0.018,0.028,11_01_2017_11_30_2017,56363,10,704474227,199410,188,31072,435832,412909443
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.8.126,68.86.89.18,0,1,0.116,-0.004,success-LocalizationNotSignificant,0.173,0.057,0.177,0.063,04_01_2017_04_30_2017,22004,39,407464979,257017,19,10984,115213,203745784
atl2-us,FACEBOOK - Facebook Inc.,32934,66.208.216.226,68.86.86.34,1,0.001,0.035,0.03,success-CorrelationNotSignificant,0.076,0.041,0.046,0.034,11_01_2017_11_30_2017,183987,84,1667558337,571676,98,128713,451184,1104180803
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,66.208.216.250,68.86.86.18,1,1,-0.034,1.236,failure-FarCongLower-NotSignificant,0.236,0.27,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,24,10148,2643661,974974787
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,66.208.229.30,68.86.84.14,1,1,-0.01,1.011,failure-FarCongLower-NotSignificant,0.011,0.021,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,1,9395,8239,39540545
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,66.208.232.154,68.86.86.226,1,0.021,-0.011,0.044,failure-FarCongLower-NotSignificant,0.047,0.058,0.003,0.107,11_01_2017_11_30_2017,28650,1,622316948,665402,3,6441,87052,149604011
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,66.208.232.158,68.86.85.194,1,1,0.051,1.334,success-NoPower,0.334,0.283,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,14,4182,1198332,421959016
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,66.208.233.102,68.86.88.10,0.467,0.395,0.029,0.039,success-NoPower,0.078,0.049,0.039,0.038,11_01_2017_11_30_2017,192837,75,1107766818,420345,1,1277,3821,7757383
atl2-us,HURRICANE - Hurricane Electric Inc.,6939,66.208.233.110,68.86.84.194,1,0.004,0.008,0.076,failure-NearCongLower-Significant,0.28,0.272,0.204,0.406,11_01_2017_11_30_2017,325258,666,11643558218,47516524,99,35208,3306897,1211402607
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,66.208.233.34,68.86.85.194,1,1,-0.084,1.233,failure-FarCongLower-NotSignificant,0.233,0.317,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,2,856,143071,44930879
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.8.142,68.86.86.34,0,0.727,1.537,0.124,success-LocalizationNotSignificant,2.001,0.464,1.877,0.052,04_01_2017_04_30_2017,3398,65,366365122,191480,68,3330,572537,122848645
atl2-us,XO-AS15 - XO Communications,2828,75.149.229.114,68.86.86.2,0.163,0.665,0.211,0.082,success-NoPower,0.331,0.12,0.249,0.205,11_01_2017_11_30_2017,36013,90,537323459,1101528,2,602,85552,71473591
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,96.87.8.174,68.86.82.254,1,1,0.003,0.002,failure-NearCongLower-NotSignificant,0.019,0.016,0.017,0.027,04_01_2017_04_30_2017,36100,6,251346496,67404,4,21212,49216,301461988
atl2-us,APPLE Apple Inc,714,96.87.8.50,68.86.89.206,1,1,-0.001,1.038,failure-FarCongLower-NotSignificant,0.038,0.039,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,3,7827,68217,174263953
atl2-us,APPLE Apple Inc,714,96.87.8.54,68.86.89.206,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,04_01_2017_04_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,96.87.9.30,68.86.84.234,1,1,-0.023,-0.027,failure-FarCongLower-NotSignificant,0,0.023,0.027,0.024,04_01_2017_04_30_2017,11077,3,391171360,93563,0,1202,8506,37089211
atl2-us,NETFLIX Netflix Streaming Inc.,2906,96.87.9.34,68.86.84.234,1,1,-0.023,-0.03,failure-FarCongLower-NotSignificant,0,0.023,0.03,0.024,04_01_2017_04_30_2017,33623,10,468134407,111970,0,3308,10180,44381492
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,75.149.230.190,68.86.82.158,0.688,0.289,0.002,-0.033,failure-NearCongLower-NotSignificant,0.016,0.014,0.049,0.138,11_01_2017_11_30_2017,12218,6,139298287,192276,2,12220,8758,63378644
atl2-us,AOL-ATDN - AOL Transit Data Network,1668,75.149.230.222,68.86.83.162,0.632,1,-0.033,1,failure-FarCongLower-NotSignificant,0,0.033,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,0,3060,18756,56916711
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0.004,0,-0.011,-0.024,failure-FarCongLower-Significant,0.031,0.042,0.055,0.054,04_01_2017_04_30_2017,234386,129,164485375,88239,73,238711,86699,204148073
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.653,0.023,0.002,success-NoPower,0.073,0.05,0.071,0.049,04_01_2017_04_30_2017,1031978,737,10137331399,4986623,453,617419,3116647,6231502811
atl2-us,GLOBEINTERNET TATA Communications,6453,206.82.142.17,68.86.85.194,1,0.804,-0.011,-0.002,failure-FarCongLower-NotSignificant,0.006,0.017,0.008,0.325,05_01_2017_05_31_2017,157287,13,3284548166,10716067,5,77995,60755,361699445
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8075,75.149.230.46,68.86.84.14,0.727,0.754,0.005,-0.01,failure-NearCongLower-NotSignificant,0.058,0.053,0.068,0.182,11_01_2017_11_30_2017,459640,313,4628734553,8450117,9,15508,99291,185801272
atl2-us,COGENT Cogent/PSI,174,50.206.187.94,69.139.195.94,1,0,-0.084,0.102,failure-FarCongLower-NotSignificant,0.124,0.208,0.022,0.155,05_01_2017_05_31_2017,116135,25,958468694,1487171,39,31403,527957,252700357
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,1,0.899,0.38,0.004,success-NoPower,0.704,0.324,0.7,0.304,05_01_2017_05_31_2017,155295,1095,399790860,1219845,1148,161844,1303789,400893537
atl2-us,LEVEL3 Level 3 Communications,3356,50.242.148.34,68.86.86.97,0.354,0,-0.125,91.061,failure-FarCongLower-NotSignificant,96.149,96.274,5.088,12.294,05_01_2017_05_31_2017,22440,1203,387305517,54290043,18750,751,197690211,7651736
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.134,68.86.85.106,1,0.348,0.189,-0.163,success-NoPower,0.5,0.311,0.663,0.363,05_01_2017_05_31_2017,4792,32,670831720,2443488,24,4772,2092520,669850972
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,1,0.003,0.225,-0.68,success-CorrelationNotSignificant,0.565,0.34,1.245,0.257,05_01_2017_05_31_2017,2698,34,436061586,1125716,26,4576,1698194,497349684
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,1,0.001,0.032,0.078,success-CorrelationNotSignificant,0.396,0.364,0.318,0.325,05_01_2017_05_31_2017,146590,467,5862396257,19112153,394,99190,18646549,5102370046
atl2-us,FACEBOOK - Facebook Inc.,32934,66.208.216.230,68.86.82.22,1,0.899,0.442,0.008,success-NoPower,0.627,0.185,0.619,0.179,05_01_2017_05_31_2017,44972,280,2271277346,4063682,282,44694,4619004,2490688020
atl2-us,TINET-BACKBONE Tinet SpA,3257,77.67.70.181,68.86.84.194,0.794,1,-0.025,1.332,failure-FarCongLower-NotSignificant,0.332,0.357,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,31,9295,295589,82400465
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.11.70,68.86.82.58,0.623,0,0.055,0.34,success-CorrelationNotSignificant,0.367,0.312,0.027,0.022,11_01_2017_11_30_2017,33259,9,28019546,6195,5,1357,7468,2384363
atl2-us,APPLE Apple Inc,714,96.87.8.102,68.86.82.158,1,1,-0.013,-0.025,failure-FarCongLower-NotSignificant,0,0.013,0.025,0.138,11_01_2017_11_30_2017,8021,2,29253547,40386,0,559,46,367395
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.8.126,68.86.89.18,1,0.011,0.015,-0.058,failure-NearCongLower-Significant,0.041,0.026,0.099,0.114,11_01_2017_11_30_2017,153867,152,3652084637,4161496,8,19284,93064,359562172
atl2-us,APPLE Apple Inc,714,96.87.8.54,68.86.89.206,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,05_01_2017_05_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.8.130,68.86.88.214,0.097,0,0.035,0.246,success-CorrelationNotSignificant,0.314,0.279,0.068,0.028,11_01_2017_11_30_2017,127406,87,480500215,134379,198,62903,634371,226789528
atl2-us,COGENT Cogent/PSI,174,96.87.8.46,68.86.83.6,1,1,-0.022,-0.194,failure-FarCongLower-NotSignificant,0,0.022,0.194,0.224,11_01_2017_11_30_2017,9756,19,129126565,289679,0,405,3021,13483431
atl2-us,NETFLIX Netflix Streaming Inc.,2906,96.87.9.30,68.86.84.234,1,0.429,-0.001,0.047,failure-FarCongLower-NotSignificant,0.487,0.488,0.44,0.425,11_01_2017_11_30_2017,208819,923,1227922408,5238773,68,13901,416726,85024834
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0,0.045,0.459,0.06,success-Significant,0.764,0.305,0.704,0.326,05_01_2017_05_31_2017,162986,1155,220791265,721749,1245,161750,672519,219680866
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.031,-0.055,-0.016,failure-FarCongLower-NotSignificant,0.253,0.308,0.269,0.325,05_01_2017_05_31_2017,1355321,3660,13460468109,43906570,1710,674724,20678460,6692653666
atl2-us,NETFLIX Netflix Streaming Inc.,2906,96.87.9.34,68.86.84.234,0.322,0.027,0.067,0.152,success-CorrelationNotSignificant,0.594,0.527,0.442,0.425,11_01_2017_11_30_2017,148204,658,1469681574,6270222,65,10876,539475,101768764
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0,0.001,-0.322,-0.044,failure-FarCongLower-Significant,0.031,0.353,0.075,0.281,11_01_2017_11_30_2017,64000,48,94456292,265728,20,63980,231484,65405032
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,06_01_2017_06_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0,0.511,0.247,success-CorrelationNotSignificant,0.81,0.299,0.563,0.247,11_01_2017_11_30_2017,347469,1967,5086853678,12578853,1655,202747,8884635,2961405063
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,96.87.9.6,68.86.86.90,0.004,0,0.24,0.442,success-Significant,0.458,0.218,0.016,0.026,11_01_2017_11_30_2017,79347,13,270353514,71323,17,3695,17817,8160421
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.82,68.86.88.18,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,11_01_2017_11_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,1,0.543,0.024,0.015,success-NoPower,1.462,1.438,1.447,1.432,06_01_2017_06_30_2017,457599,6720,368728635,5357766,6707,451895,5660872,388071103
atl2-us,ATT-INTERNET4 - AT&T Services Inc.,7018,12.90.35.25,68.86.84.98,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,12_01_2017_12_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NTT-COMMUNICATIONS-2914 - NTT America Inc.,2914,129.250.66.65,68.86.86.2,1,0,0.439,0.586,success-CorrelationNotSignificant,0.635,0.196,0.049,0.043,12_01_2017_12_31_2017,384772,187,6535514145,2837083,902,141254,3393410,1730632491
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,06_01_2017_06_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.248.116.150,68.86.87.6,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,06_01_2017_06_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.248.119.166,68.86.82.222,1,0.463,0.176,0.131,success-NoPower,1.704,1.528,1.573,1.458,06_01_2017_06_30_2017,11200,179,468813409,6935391,191,11015,7496829,483186345
atl2-us,TINET-BACKBONE Tinet SpA,3257,173.205.45.125,68.86.85.246,0,0,3.792,4.461,success-Significant,4.497,0.705,0.036,0.044,12_01_2017_12_31_2017,33022,12,131127922,57920,495,10512,303585,42779256
atl2-us,GLOBEINTERNET TATA Communications,6453,209.58.44.1,68.86.83.178,0,0,9.328,10.206,success-Significant,10.872,1.544,0.666,0.572,12_01_2017_12_31_2017,148195,993,4738364390,27263415,5437,44570,27838955,1774804510
atl2-us,GLOBEINTERNET TATA Communications,6453,209.58.44.41,68.86.83.178,0,0,8.797,9.254,success-Significant,9.919,1.122,0.665,0.572,12_01_2017_12_31_2017,153808,1030,5289348534,30433658,5378,48842,22581886,1990366390
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,1,0,0.307,0.28,success-CorrelationNotSignificant,1.803,1.496,1.523,1.539,06_01_2017_06_30_2017,89574,1385,5602010535,87545891,867,47225,58932654,3880514254
atl2-us,GOOGLE - Google Inc.,15169,72.14.222.213,68.86.83.106,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,06_01_2017_06_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,APPLE Apple Inc,714,96.87.8.54,68.86.89.206,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,06_01_2017_06_30_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,Qwest Communications Company LLC,209,216.207.8.189,68.86.85.222,0,0,2.491,2.757,success-Significant,2.785,0.294,0.028,0.008,12_01_2017_12_31_2017,7182,2,5104394,424,100,3491,7497,2544912
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,96.87.9.38,68.86.87.170,0.774,0,0.005,-0.294,failure-NearCongLower-Significant,1.44,1.435,1.734,1.496,06_01_2017_06_30_2017,296699,5235,157251712,2387505,6526,446676,3093494,212488116
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.047,0.022,0.038,failure-NearCongLower-Significant,1.452,1.43,1.414,1.466,06_01_2017_06_30_2017,1127478,16171,12918895163,192237359,8234,558698,85941966,5925927322
atl2-us,FACEBOOK - Facebook Inc.,32934,23.30.206.90,68.86.85.254,0.139,0,0.055,0.293,success-CorrelationNotSignificant,0.462,0.407,0.169,0.037,12_01_2017_12_31_2017,122849,208,903879479,332432,142,30569,366248,89539231
atl2-us,ATT-INTERNET4 - AT&T Services Inc.,7018,50.226.7.210,24.104.66.166,0.677,0,-0.11,50.995,failure-FarCongLower-NotSignificant,51.097,51.207,0.102,0.074,12_01_2017_12_31_2017,86578,88,624283452,463970,18442,17650,88727822,84544001
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.242.149.146,68.86.86.90,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,12_01_2017_12_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,AMAZON-AS - Amazon.com Inc.,7224,50.242.149.150,68.86.86.90,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,12_01_2017_12_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.210,68.86.87.150,1,1,-0.008,0,failure-FarCongLower-NotSignificant,0,0.008,0,0.193,12_01_2017_12_31_2017,2004,0,167577848,324148,0,402,3498,41972100
atl2-us,GOOGLE - Google Inc.,15169,23.30.207.254,68.86.87.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,07_01_2017_07_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,APPLE Apple Inc,714,50.242.149.78,68.86.86.34,1,0.729,-0.02,-0.004,failure-FarCongLower-NotSignificant,0.022,0.042,0.026,0.043,12_01_2017_12_31_2017,81092,21,1214770463,522445,13,59576,306894,735208831
atl2-us,XO-AS15 - XO Communications,2828,50.242.151.190,68.86.82.214,0,0,3.394,3.964,success-Significant,3.995,0.601,0.031,0.065,12_01_2017_12_31_2017,52002,16,986669035,638963,1039,24967,3178148,525872702
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,50.242.148.118,68.86.84.250,1,1,-0.435,0,failure-FarCongLower-NotSignificant,0.004,0.439,0.004,0.374,07_01_2017_07_31_2017,23394,1,403603459,1517147,1,23395,1778165,403398131
atl2-us,NETFLIX Netflix Streaming Inc.,2906,50.242.149.38,68.86.86.222,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,07_01_2017_07_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,FACEBOOK - Facebook Inc.,32934,50.248.117.250,68.86.86.2,1,0.138,0.015,0.011,success-NoPower,0.071,0.056,0.06,0.043,12_01_2017_12_31_2017,413933,250,10736237477,4660590,110,153771,1475110,2644261461
atl2-us,COGENT Cogent/PSI,174,50.248.118.246,68.86.85.194,1,0.155,0.293,0.048,success-NoPower,0.838,0.545,0.79,0.59,12_01_2017_12_31_2017,503541,4008,4889840691,29031768,659,77942,8136085,1486081810
atl2-us,TELIANET TeliaSonera International Carrier,1299,62.115.150.8,68.86.88.218,0,0,0.324,0.774,success-Significant,0.792,0.468,0.018,0.021,12_01_2017_12_31_2017,21844,4,83771506,17650,173,21660,393675,83687056
atl2-us,GLOBEINTERNET TATA Communications,6453,64.86.137.25,68.86.92.237,0,0,0.703,1.484,success-Significant,1.484,0.781,0,0.003,12_01_2017_12_31_2017,17407,0,66364749,1844,65,4315,129015,16383313
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.57.9,68.86.85.194,1,0,1.319,1.045,success-CorrelationNotSignificant,1.877,0.558,0.832,0.591,12_01_2017_12_31_2017,26208,220,5828892747,34625403,246,12857,14972042,2668276627
atl2-us,GLOBEINTERNET TATA Communications,6453,66.110.96.17,68.86.83.90,0,0,0.788,0.786,success-Significant,1.016,0.228,0.23,0.047,12_01_2017_12_31_2017,328580,756,3383140901,1600519,1326,129234,2135679,933349871
atl2-us,FACEBOOK - Facebook Inc.,32934,66.208.216.226,68.86.86.34,0.689,0.126,-0.004,0.01,failure-FarCongLower-NotSignificant,0.024,0.028,0.014,0.043,12_01_2017_12_31_2017,306374,44,4441562338,1911268,12,50798,40828,146511710
atl2-us,AMAZON-02 - Amazon.com Inc.,16509,66.208.232.158,68.86.85.194,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,12_01_2017_12_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
atl2-us,LLNW-AS Limelight Networks INC. proxy AS object,22822,66.208.233.102,68.86.88.10,1,0.443,0.032,0.008,success-NoPower,0.083,0.051,0.075,0.069,12_01_2017_12_31_2017,234696,176,6160378484,4272820,98,118336,1570744,3073094534
atl2-us,HURRICANE - Hurricane Electric Inc.,6939,66.208.233.110,68.86.84.194,1,0,0.051,-0.192,failure-NearCongLower-Significant,0.564,0.513,0.756,0.579,12_01_2017_12_31_2017,412221,3141,21985026441,128009338,727,128172,20651296,4004401805
atl2-us,XO-AS15 - XO Communications,2828,75.149.229.114,68.86.86.2,0,0,5.991,6.333,success-Significant,6.376,0.385,0.043,0.043,12_01_2017_12_31_2017,77382,33,1107233961,480657,774,11365,742311,192037520
atl2-us,MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,8075,75.149.230.46,68.86.84.14,1,0.291,-0.001,-0.004,failure-FarCongLower-NotSignificant,0.02,0.021,0.024,0.023,12_01_2017_12_31_2017,491424,120,3431180986,797590,50,245565,337570,1587892435
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.8.126,68.86.89.18,1,0.159,0,-0.009,failure-FarCongLower-NotSignificant,0.022,0.022,0.031,0.025,12_01_2017_12_31_2017,231196,71,4080603787,1037017,25,113683,425447,1910153661
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.8.130,68.86.88.214,0.776,0.605,-0.012,0.01,failure-FarCongLower-NotSignificant,0.021,0.033,0.011,0.01,12_01_2017_12_31_2017,18756,2,66286799,6445,2,9375,11050,33135573
atl2-us,COGENT Cogent/PSI,174,96.87.8.46,68.86.83.6,1,1,-0.018,0,failure-FarCongLower-NotSignificant,0,0.018,0,0.055,12_01_2017_12_31_2017,1398,0,426520395,234207,0,699,8268,45894651
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.50,68.86.84.218,1,0.847,0,-0.001,failure-FarCongLower-NotSignificant,0.017,0.017,0.018,0.021,12_01_2017_12_31_2017,453276,80,5108499254,1047470,39,232142,454751,2644754958
atl2-us,FACEBOOK - Facebook Inc.,32934,96.87.9.82,68.86.88.18,1,1,0,0,failure-FarCongLower-NotSignificant,-1,-1,-1,-1,12_01_2017_12_31_2017,-1,-1,-1,-1,-1,-1,-1,-1
aza-us,FACEBOOK - Facebook Inc.,32934,198.233.122.154,67.14.34.86,1,0.177,-0.01,-0.042,failure-FarCongLower-NotSignificant,0,0.01,0.042,0.032,08_01_2017_08_31_2017,11841,5,303546148,97949,0,5922,14620,151807427
aza-us,COGENT Cogent/PSI,174,63.235.41.118,67.14.34.218,0,1,-0.238,0,failure-FarCongLower-Significant,0,0.238,0,0.284,08_01_2017_08_31_2017,7404,0,8280980,23616,0,7805,23712,9921259
aza-us,GOOGLE - Google Inc.,15169,63.237.160.98,67.14.22.106,1,0,0.626,1.715,success-CorrelationNotSignificant,1.729,1.103,0.014,0.055,08_01_2017_08_31_2017,50378,7,1159950719,638903,871,49499,12796859,1147792771
aza-us,GLOBEINTERNET TATA Communications,6453,64.86.21.124,67.14.34.218,1,1,-0.011,0,failure-FarCongLower-NotSignificant,0,0.011,0,0.285,08_01_2017_08_31_2017,7404,0,4136788,11808,0,1602,92,830306
aza-us,AKAMAI-ASN1 Akamai International B.V.,20940,72.165.200.46,67.14.28.70,0,0.061,-2.443,0.242,failure-FarCongLower-Significant,0.302,2.745,0.06,0.014,08_01_2017_08_31_2017,5008,3,7193969,1023,3,991,50649,1794563
aza-us,COGENT Cogent/PSI,174,154.54.11.185,67.14.102.110,0.001,0.001,0.599,0.611,failure-NearCongLower-Significant,0.666,0.067,0.055,1.545,09_01_2017_09_30_2017,25250,14,1356279373,21279046,4,597,28915,43409484
aza-us,FACEBOOK - Facebook Inc.,32934,198.233.122.154,67.14.34.86,1,0,-0.721,-0.09,failure-FarCongLower-NotSignificant,0.033,0.754,0.123,1.533,09_01_2017_09_30_2017,295009,363,1825830343,28421648,49,147043,6921790,911675310
aza-us,HURRICANE - Hurricane Electric Inc.,6939,63.146.26.90,205.171.134.50,1,0,7.645,5.161,success-CorrelationNotSignificant,8.42,0.775,3.259,1.343,09_01_2017_09_30_2017,1514,51,762603026,10382943,130,1414,5954552,761909159
aza-us,NTT-COMMUNICATIONS-2914 - NTT America Inc.,2914,63.146.27.218,67.14.102.110,0,0,94.82,47.469,success-Significant,95.923,1.103,48.454,1.544,09_01_2017_09_30_2017,400,376,78463879,1230644,400,17,565683,50739672
aza-us,COGENT Cogent/PSI,174,63.235.41.118,67.14.34.218,0,0,2.489,-1.234,success-Significant,3.612,1.123,4.846,1.468,09_01_2017_09_30_2017,7560,385,49841977,742463,333,8887,678115,59702689
aza-us,GOOGLE - Google Inc.,15169,63.237.160.98,67.14.22.106,1,0,-0.118,1.392,failure-FarCongLower-NotSignificant,1.513,1.631,0.121,1.706,09_01_2017_09_30_2017,331242,402,6962666580,120812178,5012,326259,114334768,6893654931
aza-us,APPLE Apple Inc,714,65.115.84.218,67.14.34.86,0,0.174,-0.572,-0.184,failure-FarCongLower-Significant,0.148,0.72,0.332,1.533,09_01_2017_09_30_2017,5398,18,49957000,777602,4,2695,180716,24926265
